Date,High,Low,Open,Close,Volume,Adj Close
2016-09-19,109.97000122070312,108.94999694824219,109.41999816894531,108.9800033569336,1245000.0,106.25235748291016
2016-09-20,109.8499984741211,108.68000030517578,109.75,108.97000122070312,1087800.0,106.24259948730469
2016-09-21,111.0,108.9000015258789,109.5199966430664,110.77999877929688,1352900.0,108.00730895996094
2016-09-22,111.48999786376953,110.58999633789062,111.13999938964844,110.76000213623047,1255100.0,107.98780822753906
2016-09-23,110.52999877929688,109.26000213623047,110.16999816894531,109.9000015258789,1263400.0,107.14933013916016
2016-09-26,109.48999786376953,108.58000183105469,109.19000244140625,108.9800033569336,1238400.0,106.25235748291016
2016-09-27,110.43000030517578,108.58000183105469,108.9000015258789,110.11000061035156,1024600.0,107.35406494140625
2016-09-28,110.30999755859375,109.38999938964844,110.02999877929688,110.18000030517578,1128900.0,107.42230987548828
2016-09-29,110.44000244140625,108.93000030517578,109.77999877929688,109.30999755859375,892700.0,106.57408905029297
2016-09-30,110.33000183105469,109.20999908447266,109.52999877929688,110.01000213623047,1681400.0,107.25656127929688
2016-10-03,110.12000274658203,108.9000015258789,109.83000183105469,109.16000366210938,818200.0,106.4278564453125
2016-10-04,109.91999816894531,108.87999725341797,109.44999694824219,109.37000274658203,519700.0,106.6325912475586
2016-10-05,109.7699966430664,108.5199966430664,109.73999786376953,108.61000061035156,1025900.0,106.22183227539062
2016-10-06,108.94999694824219,107.94999694824219,108.38999938964844,108.83999633789062,1251300.0,106.44677734375
2016-10-07,109.0,106.93000030517578,109.0,107.44999694824219,1524200.0,105.08731842041016
2016-10-10,108.83999633789062,108.12000274658203,108.4800033569336,108.1500015258789,860500.0,105.77194213867188
2016-10-11,108.22000122070312,106.54000091552734,108.08000183105469,106.98999786376953,1831600.0,104.637451171875
2016-10-12,108.0199966430664,106.41000366210938,106.95999908447266,107.52999877929688,1628700.0,105.16558074951172
2016-10-13,107.30000305175781,106.51000213623047,106.80000305175781,106.80000305175781,1376100.0,104.45164489746094
2016-10-14,108.16999816894531,106.94000244140625,107.55999755859375,106.98999786376953,1100200.0,104.637451171875
2016-10-17,107.55000305175781,106.62999725341797,106.94999694824219,106.87999725341797,740900.0,104.52986907958984
2016-10-18,108.80000305175781,107.08000183105469,107.97000122070312,107.1500015258789,895100.0,104.79395294189453
2016-10-19,108.56999969482422,107.1500015258789,107.81999969482422,108.19000244140625,1234600.0,105.81106567382812
2016-10-20,108.31999969482422,107.30999755859375,108.0,107.9000015258789,856400.0,105.5274429321289
2016-10-21,108.88999938964844,107.08000183105469,107.70999908447266,108.44999694824219,3144100.0,106.0653305053711
2016-10-24,109.98999786376953,108.80000305175781,109.22000122070312,109.62999725341797,974500.0,107.21939849853516
2016-10-25,109.80999755859375,108.08999633789062,109.63999938964844,108.31999969482422,1202900.0,105.93820190429688
2016-10-26,108.5199966430664,107.66999816894531,108.19999694824219,107.81999969482422,980800.0,105.44921112060547
2016-10-27,108.5,107.22000122070312,108.37000274658203,107.30999755859375,1244900.0,104.95040893554688
2016-10-28,108.66000366210938,107.3499984741211,107.5,108.16999816894531,1157800.0,105.79149627685547
2016-10-31,109.1500015258789,108.27999877929688,108.72000122070312,108.73999786376953,1348400.0,106.34896850585938
2016-11-01,109.19000244140625,106.62999725341797,109.02999877929688,107.38999938964844,1048100.0,105.02865600585938
2016-11-02,107.63999938964844,106.02999877929688,107.41000366210938,106.19999694824219,1204400.0,103.86481475830078
2016-11-03,108.4000015258789,105.4800033569336,108.4000015258789,105.5999984741211,1110300.0,103.27800750732422
2016-11-04,106.3499984741211,104.55999755859375,104.61000061035156,105.27999877929688,1035000.0,102.96505737304688
2016-11-07,107.98999786376953,106.37000274658203,106.5999984741211,107.9000015258789,1169800.0,105.5274429321289
2016-11-08,108.93000030517578,107.36000061035156,107.94999694824219,108.3499984741211,882400.0,105.96754455566406
2016-11-09,109.56999969482422,103.22000122070312,104.2699966430664,109.36000061035156,2198500.0,106.95533752441406
2016-11-10,110.58000183105469,107.19000244140625,109.5999984741211,109.2300033569336,1515600.0,106.82820129394531
2016-11-11,111.5199966430664,108.69999694824219,109.0,111.37999725341797,2334500.0,108.93091583251953
2016-11-14,112.05999755859375,109.91999816894531,111.5,110.01000213623047,1822200.0,107.5910415649414
2016-11-15,111.81999969482422,110.2300033569336,110.45999908447266,110.9000015258789,1405600.0,108.46148681640625
2016-11-16,111.0199966430664,109.95999908447266,110.83000183105469,110.86000061035156,2266800.0,108.42235565185547
2016-11-17,113.83999633789062,110.22000122070312,110.80999755859375,113.80000305175781,1912600.0,111.29771423339844
2016-11-18,116.62000274658203,113.62999725341797,113.73999786376953,115.9800033569336,4870500.0,113.42977905273438
2016-11-21,115.9800033569336,114.69000244140625,115.25,115.66999816894531,1939800.0,113.12660217285156
2016-11-22,116.66000366210938,115.62000274658203,116.23999786376953,116.43000030517578,1382800.0,113.86988830566406
2016-11-23,116.37999725341797,115.55000305175781,116.31999969482422,115.81999969482422,1497600.0,113.27328491210938
2016-11-25,116.16999816894531,115.31999969482422,115.9000015258789,116.06999969482422,516800.0,113.5177993774414
2016-11-28,116.5,115.27999877929688,115.9000015258789,115.70999908447266,1166200.0,113.16570281982422
2016-11-29,116.62999725341797,115.33000183105469,115.54000091552734,116.16000366210938,1480100.0,113.6058120727539
2016-11-30,116.25,113.66999816894531,116.16000366210938,113.68000030517578,1696100.0,111.18035125732422
2016-12-01,114.19999694824219,112.4000015258789,113.79000091552734,113.37000274658203,2088700.0,110.8771743774414
2016-12-02,113.83000183105469,112.2300033569336,113.25,113.26000213623047,840200.0,110.76959991455078
2016-12-05,115.58000183105469,111.4800033569336,113.91999816894531,114.88999938964844,1041800.0,112.3637466430664
2016-12-06,114.88999938964844,113.69999694824219,114.79000091552734,114.52999877929688,852400.0,112.01165771484375
2016-12-07,116.63999938964844,114.22000122070312,114.31999969482422,116.61000061035156,942500.0,114.04593658447266
2016-12-08,117.73999786376953,116.12999725341797,116.43000030517578,117.66999816894531,999500.0,115.08260345458984
2016-12-09,117.63999938964844,116.66999816894531,117.58000183105469,116.9800033569336,1175000.0,114.40778350830078
2016-12-12,116.95999908447266,115.52999877929688,116.62999725341797,116.02999877929688,973300.0,113.47867584228516
2016-12-13,118.55999755859375,116.05000305175781,116.18000030517578,117.79000091552734,978600.0,115.19995880126953
2016-12-14,118.66000366210938,117.55000305175781,118.04000091552734,117.66999816894531,996100.0,115.08260345458984
2016-12-15,118.19000244140625,117.13999938964844,117.70999908447266,117.77999877929688,853000.0,115.19019317626953
2016-12-16,118.27999877929688,116.75,118.27999877929688,117.30999755859375,1432800.0,114.73053741455078
2016-12-19,118.61000061035156,117.05000305175781,117.16000366210938,118.1500015258789,651400.0,115.55206298828125
2016-12-20,118.62999725341797,117.66999816894531,118.62999725341797,118.38999938964844,638400.0,115.78679656982422
2016-12-21,118.37000274658203,117.4000015258789,118.27999877929688,117.69000244140625,567000.0,115.1021728515625
2016-12-22,117.44999694824219,116.26000213623047,117.27999877929688,116.91000366210938,696600.0,114.3393325805664
2016-12-23,117.44999694824219,116.5999984741211,116.98999786376953,116.91999816894531,417100.0,114.34910583496094
2016-12-27,117.94000244140625,116.62000274658203,117.36000061035156,116.9000015258789,819600.0,114.32955932617188
2016-12-28,116.88999938964844,115.18000030517578,116.87999725341797,115.45999908447266,801500.0,112.92121887207031
2016-12-29,115.8499984741211,114.80999755859375,115.41000366210938,114.91999816894531,636700.0,112.39307403564453
2016-12-30,115.76000213623047,113.54000091552734,115.33000183105469,114.61000061035156,1442800.0,112.08990478515625
2017-01-03,115.30000305175781,114.0999984741211,114.33999633789062,114.75,1433800.0,112.22682189941406
2017-01-04,115.62999725341797,114.30000305175781,114.70999908447266,114.9800033569336,871700.0,112.4517593383789
2017-01-05,115.73999786376953,114.5,114.77999877929688,115.69000244140625,1051400.0,113.14615631103516
2017-01-06,117.02999877929688,115.19999694824219,115.5999984741211,116.86000061035156,997200.0,114.62730407714844
2017-01-09,116.9800033569336,115.79000091552734,116.88999938964844,116.51000213623047,706400.0,114.28398132324219
2017-01-10,116.62999725341797,115.26000213623047,116.44000244140625,116.11000061035156,925500.0,113.89161682128906
2017-01-11,116.69000244140625,115.4800033569336,116.0999984741211,116.37999725341797,837900.0,114.15647888183594
2017-01-12,117.1500015258789,115.37000274658203,116.23999786376953,117.04000091552734,708000.0,114.80386352539062
2017-01-13,117.2699966430664,116.51000213623047,117.02999877929688,117.0999984741211,616000.0,114.86270904541016
2017-01-17,117.30999755859375,115.58999633789062,116.95999908447266,116.08999633789062,753700.0,113.87200927734375
2017-01-18,116.86000061035156,115.62999725341797,116.5999984741211,115.79000091552734,843100.0,113.5777359008789
2017-01-19,116.4000015258789,115.06999969482422,116.06999969482422,115.94999694824219,961800.0,113.73468780517578
2017-01-20,117.20999908447266,115.77999877929688,116.4800033569336,117.0999984741211,1376800.0,114.86270904541016
2017-01-23,117.44999694824219,116.2300033569336,117.05000305175781,117.0999984741211,1053100.0,114.86270904541016
2017-01-24,118.8499984741211,117.2699966430664,117.72000122070312,118.75,964400.0,116.48119354248047
2017-01-25,120.55000305175781,119.08000183105469,119.63999938964844,120.01000213623047,1442600.0,117.71712493896484
2017-01-26,120.11000061035156,118.37999725341797,120.0,118.45999908447266,1041600.0,116.19673156738281
2017-01-27,119.26000213623047,118.20999908447266,119.12000274658203,118.58999633789062,703000.0,116.3242416381836
2017-01-30,118.55000305175781,117.30999755859375,118.48999786376953,118.52999877929688,807800.0,116.26539611816406
2017-01-31,118.58000183105469,117.62000274658203,118.41999816894531,118.58000183105469,1207200.0,116.31443786621094
2017-02-01,118.98999786376953,117.38999938964844,118.48999786376953,117.70999908447266,922600.0,115.46105194091797
2017-02-02,118.19000244140625,116.43000030517578,117.20999908447266,117.83000183105469,743800.0,115.57876586914062
2017-02-03,119.25,118.31999969482422,118.54000091552734,118.37000274658203,828100.0,116.10845184326172
2017-02-06,118.16999816894531,117.27999877929688,118.08999633789062,117.88999938964844,757200.0,115.63762664794922
2017-02-07,118.58999633789062,117.19999694824219,118.23999786376953,117.4800033569336,790900.0,115.23545837402344
2017-02-08,117.66000366210938,111.9000015258789,111.9000015258789,116.55000305175781,2963600.0,114.32323455810547
2017-02-09,117.2699966430664,115.80000305175781,116.63999938964844,116.08999633789062,1718300.0,113.87200927734375
2017-02-10,117.55000305175781,115.88999938964844,116.55999755859375,117.52999877929688,1428100.0,115.28449249267578
2017-02-13,118.68000030517578,117.20999908447266,118.19000244140625,118.4000015258789,1357800.0,116.13788604736328
2017-02-14,118.87000274658203,117.54000091552734,118.16000366210938,118.83999633789062,1475000.0,116.5694808959961
2017-02-15,118.95999908447266,117.93000030517578,118.54000091552734,118.94999694824219,1031100.0,116.6773681640625
2017-02-16,119.33000183105469,118.37000274658203,119.0,119.23999786376953,874800.0,116.96183013916016
2017-02-17,119.87000274658203,118.19999694824219,119.23999786376953,119.86000061035156,2113400.0,117.56998443603516
2017-02-21,120.54000091552734,118.80999755859375,119.41999816894531,119.87000274658203,1505700.0,117.57978820800781
2017-02-22,120.16000366210938,119.11000061035156,119.7699966430664,119.43000030517578,1254800.0,117.14820098876953
2017-02-23,120.9800033569336,119.05999755859375,119.48999786376953,120.69999694824219,1635100.0,118.39392852783203
2017-02-24,128.4499969482422,123.87000274658203,126.5,128.00999450683594,3478500.0,125.56424713134766
2017-02-27,127.58000183105469,125.37000274658203,126.94999694824219,125.8499984741211,2245800.0,123.44554138183594
2017-02-28,125.86000061035156,124.38999938964844,125.72000122070312,125.44000244140625,1932300.0,123.04337310791016
